time,CSC_count,PC_count,mean_nutrient
1.462580732059168440e+03,1.700000000000000000e+01,2.420000000000000000e+02,9.093874628876641771e+120
1.462728404493389689e+03,1.700000000000000000e+01,2.420000000000000000e+02,9.072832208157153443e+120
1.462967068551394050e+03,1.700000000000000000e+01,2.420000000000000000e+02,9.038902728214893735e+120
1.463069716452257580e+03,1.700000000000000000e+01,2.430000000000000000e+02,9.024364446220091376e+120
1.463140201173987862e+03,1.700000000000000000e+01,2.430000000000000000e+02,9.014397573355219414e+120
1.463415186602431277e+03,1.700000000000000000e+01,2.430000000000000000e+02,8.975556279122491764e+120
1.463500554895373853e+03,1.700000000000000000e+01,2.440000000000000000e+02,8.963550087383203015e+120
1.463542578938631550e+03,1.700000000000000000e+01,2.450000000000000000e+02,8.957647734274553075e+120
1.463586715652041676e+03,1.700000000000000000e+01,2.450000000000000000e+02,8.951452734805660363e+120
1.463648247845264223e+03,1.700000000000000000e+01,2.460000000000000000e+02,8.942822090445222625e+120
1.463741920559625441e+03,1.700000000000000000e+01,2.450000000000000000e+02,8.929696011887840320e+120
1.464163859458439447e+03,1.700000000000000000e+01,2.450000000000000000e+02,8.870755334900637010e+120
1.464359156880805358e+03,1.700000000000000000e+01,2.460000000000000000e+02,8.843609424233647952e+120
