time_h,CSC_count,PC_count,mean_nutrient
2.830000000000000000e+02,9.000000000000000000e+00,8.500000000000000000e+01,5.320073114475257769e-01
2.840000000000000000e+02,9.000000000000000000e+00,8.500000000000000000e+01,5.317299425608000840e-01
2.850000000000000000e+02,9.000000000000000000e+00,8.700000000000000000e+01,5.314536166330759981e-01
2.860000000000000000e+02,9.000000000000000000e+00,8.800000000000000000e+01,5.311743669331474571e-01
2.870000000000000000e+02,9.000000000000000000e+00,8.800000000000000000e+01,5.308859877962075480e-01
2.880000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.306016063195423405e-01
2.890000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.303199617545033551e-01
2.900000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.300314556735288285e-01
2.910000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.297529676577782398e-01
2.920000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.294827090550762172e-01
2.930000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.292089949666284321e-01
2.940000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.289419838021673925e-01
2.950000000000000000e+02,9.000000000000000000e+00,8.900000000000000000e+01,5.286832069243967425e-01
2.960000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+01,5.284239467263299739e-01
2.970000000000000000e+02,9.000000000000000000e+00,9.200000000000000000e+01,5.281641746834394580e-01
2.980000000000000000e+02,9.000000000000000000e+00,9.500000000000000000e+01,5.278980813939359029e-01
2.990000000000000000e+02,9.000000000000000000e+00,9.600000000000000000e+01,5.276168439082461470e-01
3.000000000000000000e+02,9.000000000000000000e+00,9.700000000000000000e+01,5.273393834101902655e-01
3.010000000000000000e+02,9.000000000000000000e+00,9.700000000000000000e+01,5.270593760976567399e-01
3.020000000000000000e+02,9.000000000000000000e+00,9.700000000000000000e+01,5.267842091613313960e-01
3.030000000000000000e+02,9.000000000000000000e+00,9.800000000000000000e+01,5.265145150429029197e-01
